ID,text,pos,neg,PRP$,VBG,VBD,``,VBN,POS,'',VBP,WDT,JJ,WP,VBZ,DT,#,RP,$,NN,),(,FW,",",.,TO,PRP,RB,:,NNS,NNP,VB,WRB,CC,PDT,RBS,RBR,CD,EX,IN,MD,NNPS,JJS,JJR,SYM,UH,label
1050,"As, after all, society has been developed to shift blame and anger ad infinitum.",0.0,0.11764705882352941,0,0,0,0,0.11764705882352941,0,0,0,0,0,0,0.058823529411764705,0.058823529411764705,0,0,0,0.29411764705882354,0,0,0,0.11764705882352941,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0.058823529411764705,0,0.058823529411764705,0,0,0,0,0,0.11764705882352941,0,0,0,0,0,0,anger
1051,Thank God the exam's over.,0.0,0.0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,0.14285714285714285,0,0,0,0.14285714285714285,0,0,0,0,0.14285714285714285,0,0,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,joy
1052,I really hate Ma'am Nario!,0.0,0.16666666666666666,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust
1053,fuck i can't wait to live alone!,0.0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0,0,0,0,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0,0,0.2222222222222222,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,disgust
1054,"if i ever live with a girl, that bitch better be clean.",0.14285714285714285,0.07142857142857142,0,0,0,0,0,0,0,0.14285714285714285,0.07142857142857142,0.14285714285714285,0,0,0.07142857142857142,0,0,0,0.07142857142857142,0,0,0,0.07142857142857142,0.07142857142857142,0,0,0.07142857142857142,0,0,0,0.07142857142857142,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0.07142857142857142,0,0,disgust
1055,i come home after two weeks and our place is fucking disgusting.,0.0,0.15384615384615385,0.07692307692307693,0.15384615384615385,0,0,0,0,0,0.07692307692307693,0,0.07692307692307693,0,0.07692307692307693,0,0,0,0,0.15384615384615385,0,0,0,0,0.07692307692307693,0,0,0,0,0.07692307692307693,0,0,0,0.07692307692307693,0,0,0,0.07692307692307693,0,0.07692307692307693,0,0,0,0,0,0,disgust
1056,what the helllll.,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anger
1057,hahah.,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
1058,gotta love it.,0.2,0.0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,joy
1059,i used to be so sad about it.,0.0,0.1111111111111111,0,0,0,0,0.1111111111111111,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,sadness
1060,euphoric almost.,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
1061,wowo.,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
1062,good times.,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
1063,I hate it when certain people always seem to be better at me in everything they do.,0.05555555555555555,0.05555555555555555,0,0,0,0,0,0,0,0.16666666666666666,0,0.05555555555555555,0,0,0,0,0,0,0.05555555555555555,0,0,0,0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.05555555555555555,0,0.05555555555555555,0,0.05555555555555555,0.05555555555555555,0,0,0,0,0,0,0.1111111111111111,0,0,0,0.05555555555555555,0,0,disgust
1064,I'm still pretty freaked out by the piano exam next week.,0.07692307692307693,0.07692307692307693,0,0,0,0,0.07692307692307693,0,0,0.07692307692307693,0,0.07692307692307693,0,0,0.07692307692307693,0,0.07692307692307693,0,0.23076923076923078,0,0,0,0,0.07692307692307693,0,0.07692307692307693,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,fear
1065,"I dislike negative, non-beneficial (to me) change in people and things.",0.0,0.13333333333333333,0,0,0,0,0,0,0,0.06666666666666667,0,0.13333333333333333,0,0,0,0,0,0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0,0,0.13333333333333333,0,0,0,0.06666666666666667,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,disgust
1066,I don't like that.,0.16666666666666666,0.0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust
1067,The fireworks were beautiful.,0.2,0.0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
1068,"The only way to enjoy them, is to live that moment.",0.07692307692307693,0.0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,0.07692307692307693,0.15384615384615385,0,0,0,0.15384615384615385,0,0,0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0,0,0,0,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
1069,Miss it and that is it.,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0,0.14285714285714285,0,0.2857142857142857,0,0,0,0.14285714285714285,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,sadness
1070,I gave in to temptation.,0.0,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,sadness
1071,I just wanted someone I can confide about the difficulties I faced at work and the void in my life.,0.047619047619047616,0.047619047619047616,0.047619047619047616,0,0.09523809523809523,0,0,0,0,0,0,0,0,0,0.09523809523809523,0,0,0,0.19047619047619047,0,0,0,0,0.047619047619047616,0,0.14285714285714285,0.047619047619047616,0,0.047619047619047616,0,0.047619047619047616,0,0.047619047619047616,0,0,0,0,0,0.14285714285714285,0.047619047619047616,0,0,0,0,0,sadness
1072,I feel so lost.,0.0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sadness
1073,My mouth hurts soooooo much.,0.0,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sadness
1074,"I hate going to the dentist, well hate is a strong word.",0.14285714285714285,0.14285714285714285,0,0.07142857142857142,0,0,0,0,0,0.07142857142857142,0,0.07142857142857142,0,0.07142857142857142,0.14285714285714285,0,0,0,0.21428571428571427,0,0,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust
1075,I dislike going to the dentist.,0.0,0.14285714285714285,0,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0,0,0.14285714285714285,0,0,0,0.14285714285714285,0,0,0,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust
1076,Bad new.,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sadness
1077,"And for some reasons I dislike doing politic cause manipulating, mostly people, are what it does.",0.0,0.05263157894736842,0,0.05263157894736842,0,0,0,0,0,0.10526315789473684,0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0,0,0.10526315789473684,0,0,0,0.10526315789473684,0.05263157894736842,0,0.10526315789473684,0.05263157894736842,0,0.10526315789473684,0,0,0,0.05263157894736842,0,0,0,0,0,0.05263157894736842,0,0,0,0,0,0,disgust
1078,Win win!,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
1079,"My sister will remain in Michigan, so I thought I'd be coming back here occasionally, but she and I have had several vicious, scarring fights this summer.",0.0,0.0625,0.03125,0.0625,0.0625,0,0,0,0,0.03125,0,0.0625,0,0,0.03125,0,0,0,0.0625,0,0,0,0.09375,0.03125,0,0.125,0.09375,0,0.03125,0.03125,0.0625,0,0.0625,0,0,0,0,0,0.0625,0.0625,0,0,0,0,0,anger
1080,I spend my time joyfully packing boxes.,0.125,0.0,0.125,0.125,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.125,0,0.125,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
1081,It's like Christmas presents in reverse.,0.125,0.0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.125,0,0,0,0,0.125,0,0.125,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,joy
1082,I've considered not coming home for holidays to see my family because I dislike this town so much.,0.0,0.05,0.05,0.05,0,0,0.05,0,0,0.1,0,0,0,0,0.05,0,0,0,0.15,0,0,0,0,0.05,0.05,0.1,0.15,0,0.05,0,0.05,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,disgust
1083,"""Really?""",0.0,0.0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,surprise
1084,"Hahaha!""",0.0,0.0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joy
1085,Totally dangerous combination.,0.0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fear
1086,"Just because, you know, too cheesy to live.",0.0,0.09090909090909091,0,0,0,0,0,0,0,0.09090909090909091,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,disgust
1087,"Maybe I wanted to fuck with myself, which usually happens anytime I feel relatively okay.",0.0,0.058823529411764705,0,0,0.058823529411764705,0,0,0,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0.058823529411764705,0,0,0,0,0.058823529411764705,0,0,0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.17647058823529413,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,disgust
1088,Maybe I was nostalgic.,0.0,0.0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sadness
1089,"39 kids, 4 leaders, 1 amazing Irish woman named lynn, and 3 weeks in england ireland and wales can only lead to a once in a life time experience.",0.06060606060606061,0.0,0,0,0.030303030303030304,0,0,0,0,0,0,0.030303030303030304,0,0,0.06060606060606061,0,0,0,0.21212121212121213,0,0,0,0.09090909090909091,0.030303030303030304,0.030303030303030304,0,0.06060606060606061,0,0.12121212121212122,0.030303030303030304,0.030303030303030304,0,0.06060606060606061,0,0,0,0.12121212121212122,0,0.06060606060606061,0.030303030303030304,0,0,0,0,0,joy
1090,"mel, sully, steve, adam, gibbs, artur, erin, jacqui, will, leanne, nikki,justin, jeffy, steph, all the catherines/katies, kaela, bree, sarah grady (future president of 2005 haha), sarah p, caitlin g i love you all.",0.017857142857142856,0.017857142857142856,0,0,0,0,0,0,0,0.03571428571428571,0,0.08928571428571429,0,0,0.03571428571428571,0,0,0,0.26785714285714285,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.3392857142857143,0.017857142857142856,0,0.017857142857142856,0.017857142857142856,0,0.017857142857142856,0,0.017857142857142856,0,0,0.017857142857142856,0,0,0.017857142857142856,0,0.017857142857142856,0.017857142857142856,0,0,0,0,0.017857142857142856,joy
1091,you made this trip amazing and i don't know what i'm gonna do without you.,0.05263157894736842,0.0,0,0.05263157894736842,0.05263157894736842,0,0,0,0,0.10526315789473684,0,0.05263157894736842,0.05263157894736842,0,0.05263157894736842,0,0,0,0.15789473684210525,0,0,0,0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0,0,0,0.10526315789473684,0,0.05263157894736842,0,0,0,0,0,0.05263157894736842,0,0,0,0,0,0,joy
1092,i'm really lucky about that.,0.14285714285714285,0.0,0,0,0,0,0,0,0,0.14285714285714285,0,0.14285714285714285,0,0,0.14285714285714285,0,0,0,0.14285714285714285,0,0,0,0,0.14285714285714285,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,joy
1093,"i'm actually pretty good at driving a normal car, so i'm excited.",0.1875,0.0,0,0.0625,0,0,0,0,0,0.125,0,0.25,0,0,0.0625,0,0,0,0.125,0,0,0,0.0625,0.0625,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,joy
1094,i got some great presents and had an awesome 16th birthday.,0.16666666666666666,0.0,0,0,0.16666666666666666,0,0,0,0,0,0,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0.16666666666666666,0,0,0,0,0.08333333333333333,0,0,0,0,0.08333333333333333,0,0,0,0.08333333333333333,0,0,0,0.08333333333333333,0,0,0,0,0,0,0,0,joy
1095,The people here even at Columbia are so different than I expected.,0.0,0.0,0,0,0.07692307692307693,0,0,0,0,0.07692307692307693,0,0.07692307692307693,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0.07692307692307693,0,0.07692307692307693,0.23076923076923078,0,0.07692307692307693,0.07692307692307693,0,0,0,0,0,0,0,0,0.15384615384615385,0,0,0,0,0,0,surprise
1096,I'm loving school at Columbia.,0.14285714285714285,0.0,0,0.14285714285714285,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0.14285714285714285,0,0.14285714285714285,0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,joy
1097,"I feel more at ease now that I kind of know what I want to do with my life, but more scared because I feel like everyone is a step ahead of me. I have to admit though school has me freaked out about my future.",0.04081632653061224,0.04081632653061224,0.04081632653061224,0,0,0,0.02040816326530612,0,0,0.08163265306122448,0,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.02040816326530612,0,0.02040816326530612,0,0.14285714285714285,0,0,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.14285714285714285,0.04081632653061224,0,0,0,0.04081632653061224,0,0.02040816326530612,0,0,0,0,0,0.1836734693877551,0,0,0,0.04081632653061224,0,0,fear
1098,I'm scared to death about getting a job after school.,0.0,0.16666666666666666,0,0.08333333333333333,0,0,0,0,0,0.08333333333333333,0,0.08333333333333333,0,0,0.08333333333333333,0,0,0,0.25,0,0,0,0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,fear
1099,"I can't wait, but I'm nervous as hell now.",0.0,0.15384615384615385,0,0,0,0,0,0,0,0.07692307692307693,0,0.07692307692307693,0,0,0,0,0,0,0.07692307692307693,0,0,0,0.07692307692307693,0.07692307692307693,0,0.15384615384615385,0.15384615384615385,0,0,0,0.07692307692307693,0,0.07692307692307693,0,0,0,0,0,0.07692307692307693,0.07692307692307693,0,0,0,0,0,fear
1100,What if nothing goes as planned and I can't get a job and I'm stuck doing something that I hate?,0.0,0.08695652173913043,0,0.043478260869565216,0,0,0.043478260869565216,0,0,0.08695652173913043,0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0,0,0,0.13043478260869565,0,0,0,0,0.043478260869565216,0,0.13043478260869565,0.043478260869565216,0,0,0,0.043478260869565216,0,0.08695652173913043,0,0,0,0,0,0.13043478260869565,0.043478260869565216,0,0,0,0,0,fear
1101,She was saying how she had the same area code and that she's from Spring Valley Weird huh?,0.0,0.0,0,0.05,0.1,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0,0.15,0,0,0,0,0.05,0,0.15,0,0,0,0.15,0,0.05,0.05,0,0,0,0,0,0.1,0,0,0,0,0,0,surprise
1102,The weirdest part is her roomate is someone who I went to school with since jr. high.,0.0,0.05555555555555555,0.05555555555555555,0,0.05555555555555555,0,0,0,0,0,0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.05555555555555555,0,0,0,0.2777777777777778,0,0,0,0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0.05555555555555555,0,0,0,surprise
1103,I'm excited to go I always like to go to different concerts and plus it will be nice to go out and do something fun.,0.14814814814814814,0.0,0,0,0,0,0,0,0,0.037037037037037035,0,0.1111111111111111,0,0,0,0,0.037037037037037035,0,0.07407407407407407,0,0,0,0,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.037037037037037035,0,0.037037037037037035,0,0.18518518518518517,0,0.1111111111111111,0,0,0,0,0,0.037037037037037035,0.037037037037037035,0,0,0,0,0,joy
1104,"It was definitely a shocking experience, but atleast I can say I have ridden in an ambulance before.",0.0,0.05,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0,0.1,0,0,0,0.15,0,0,0,0.05,0.05,0,0.15,0.05,0,0,0,0.05,0,0.05,0,0,0,0,0,0.15,0.05,0,0,0,0,0,surprise
1105,"My mother was there for me the whole time while I was scared to death, losing consciousnes, and fearing for my life, and I will always remember that.",0.0,0.125,0.0625,0.0625,0.0625,0,0.03125,0,0,0,0,0.03125,0,0,0.0625,0,0,0,0.125,0,0,0,0.09375,0.03125,0.03125,0.09375,0.0625,0,0.03125,0,0.03125,0,0.0625,0,0,0,0,0,0.09375,0.03125,0,0,0,0,0,fear
1106,"The goal was to go to sleep and never wake up, but after taking 32 of those dreadful cold pills that put scars on my kidney in the first place, death was becomming all too real too fast.",0.024390243902439025,0.0975609756097561,0.024390243902439025,0.04878048780487805,0.07317073170731707,0,0,0,0,0,0.024390243902439025,0.0975609756097561,0,0,0.07317073170731707,0,0.024390243902439025,0,0.0975609756097561,0,0,0,0.04878048780487805,0.024390243902439025,0.04878048780487805,0,0.12195121951219512,0,0.04878048780487805,0,0.07317073170731707,0,0.04878048780487805,0,0,0,0.024390243902439025,0,0.0975609756097561,0,0,0,0,0,0,fear
1107,Have you ever wanted to be with someone that is a friend of the other sex but you are afraid to ask that person?,0.0,0.04,0,0,0.04,0,0,0,0,0.08,0.04,0.08,0,0.04,0.08,0,0,0,0.16,0,0,0,0,0.04,0.08,0.08,0.04,0,0,0,0.08,0,0.04,0,0,0,0,0,0.12,0,0,0,0,0,0,fear
1108,afraid that it would ruin your friendship with them as well as your friendship with another person.,0.05555555555555555,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0,0,0,0.2222222222222222,0,0,0,0,0.05555555555555555,0,0.1111111111111111,0.1111111111111111,0,0,0,0.05555555555555555,0,0,0,0,0,0,0,0.2222222222222222,0.05555555555555555,0,0,0,0,0,fear
1109,afraid that you will be hurt yet again.,0.0,0.2222222222222222,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0.1111111111111111,0,0.1111111111111111,0.2222222222222222,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0,0,0,0,0,fear
1110,hurt if that person say's no.,0.0,0.125,0,0,0,0,0,0.125,0,0.125,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,sadness
1111,Hurt if that person say's yes and down the line you brake up.,0.0,0.0,0,0,0,0,0,0.06666666666666667,0,0.13333333333333333,0,0,0,0,0.13333333333333333,0,0.06666666666666667,0,0.13333333333333333,0,0,0,0,0.06666666666666667,0,0.06666666666666667,0,0,0.06666666666666667,0.06666666666666667,0,0,0.06666666666666667,0,0,0,0,0,0.13333333333333333,0,0,0,0,0,0,sadness
1112,Hurt by the world of friendship yet again.,0.0,0.0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0.2222222222222222,0,0,0,0,0.1111111111111111,0,0,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0,0,0,0,0,0,sadness
1113,Hurt by the world of dating.,0.0,0.0,0,0.14285714285714285,0,0,0.14285714285714285,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0.14285714285714285,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0,0,0,0,0,0,sadness
1114,Hurt so bad you stay in a world that is only in your mind.,0.0,0.06666666666666667,0.06666666666666667,0,0,0,0,0,0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0.06666666666666667,0,0,0,0.13333333333333333,0,0,0,0,0.06666666666666667,0,0.06666666666666667,0.13333333333333333,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0.13333333333333333,0,0,0,0,0,0,sadness
1115,Hurt so bad you stay in your room.,0.0,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,0.1111111111111111,0,0.1111111111111111,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,sadness
1116,My night last night turned out amazing towards 8:00-9:00,0.1111111111111111,0.0,0.1111111111111111,0,0.1111111111111111,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.1111111111111111,0,0.2222222222222222,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,surprise
1117,"I had a really nice conversation with Juckett, another amazing one with Phil, and then another one with Solomon.",0.09090909090909091,0.0,0,0.045454545454545456,0.045454545454545456,0,0,0,0,0,0,0.045454545454545456,0,0,0.13636363636363635,0,0,0,0.13636363636363635,0,0,0,0.09090909090909091,0.045454545454545456,0,0.045454545454545456,0.09090909090909091,0,0,0.13636363636363635,0,0,0.045454545454545456,0,0,0,0,0,0.13636363636363635,0,0,0,0,0,0,joy
1118,"It was definitely a good night of conversation, although I did stay up until 12:30, and I payed for that this morning in 1st period (Physics)",0.03333333333333333,0.0,0,0,0.06666666666666667,0,0,0,0,0.03333333333333333,0,0.03333333333333333,0,0,0.1,0,0,0,0.13333333333333333,0.03333333333333333,0.03333333333333333,0,0.06666666666666667,0,0,0.1,0.06666666666666667,0,0,0,0.03333333333333333,0,0.03333333333333333,0,0,0,0.06666666666666667,0,0.16666666666666666,0,0.03333333333333333,0,0,0,0,joy
1119,But all of a sudden today it's hit me that I have all this work due.,0.05555555555555555,0.0,0,0,0,0,0.05555555555555555,0,0,0.05555555555555555,0,0.1111111111111111,0,0.05555555555555555,0.16666666666666666,0,0,0,0.1111111111111111,0,0,0,0,0.05555555555555555,0,0.16666666666666666,0,0,0,0,0,0,0.05555555555555555,0.05555555555555555,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,surprise
1120,"I'm starting my argument on illegal immigration (which I may say is turning out fantastic with the first two praragraphs I have), and I finished one of my US History charts, and I plan on outlining a bit once I start watching America's Next Top Model.",0.018867924528301886,0.018867924528301886,0.03773584905660377,0.07547169811320754,0.018867924528301886,0,0,0.018867924528301886,0,0.07547169811320754,0.018867924528301886,0.05660377358490566,0,0.018867924528301886,0.03773584905660377,0,0.018867924528301886,0,0.07547169811320754,0.018867924528301886,0.018867924528301886,0,0.03773584905660377,0.018867924528301886,0,0.11320754716981132,0.018867924528301886,0,0.018867924528301886,0.11320754716981132,0.018867924528301886,0,0.03773584905660377,0,0,0,0.03773584905660377,0,0.07547169811320754,0.018867924528301886,0,0,0,0,0,joy
1121,The courts and my lawyer and my therapist and my mom are all getting mad because I don't have all this time in the world to hang out with my Dad for a few hours.,0.0,0.05405405405405406,0.10810810810810811,0.02702702702702703,0,0,0,0,0,0.05405405405405406,0,0.02702702702702703,0,0,0.16216216216216217,0,0.02702702702702703,0,0.16216216216216217,0,0,0,0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0,0.05405405405405406,0.02702702702702703,0.05405405405405406,0,0.08108108108108109,0,0,0,0,0,0.10810810810810811,0,0,0,0,0,0,anger
1122,"Love NFL, love live, it only makes sense.",0.09090909090909091,0.0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0.09090909090909091,0,0,0,0.18181818181818182,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0,0,0.18181818181818182,0.09090909090909091,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0,joy
1123,"I'm sorry someone died, but to mislead me like that is inexcusable.",0.06666666666666667,0.26666666666666666,0,0,0.06666666666666667,0,0,0,0,0.06666666666666667,0,0.13333333333333333,0,0.06666666666666667,0.06666666666666667,0,0,0,0.06666666666666667,0,0,0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0,0,0,0,0.06666666666666667,0,0.06666666666666667,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,sadness
1124,"Love NFL, love live, it only makes sense.",0.09090909090909091,0.0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0.09090909090909091,0,0,0,0.18181818181818182,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0,0,0.18181818181818182,0.09090909090909091,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0,joy
