ID,text,direction,tense,overall_polarity,event_polarity,action_polarity,label
940,"and im not trying to be mean but if i say i dislike someone and you are like ""why why why"" and i try to explain but you're just like ""thats stupid you shouldnt dislike her"" it pisses me off if i have to defend myself for disliking someone.",self,present,negative,neut,negative,disgust
941,and that's one of the only people i highly dislike.,other,na,negative,na,na,disgust
942,actually thats the only person i highly dislike.,self,present,negative,negative,negative,disgust
943,i mean i have my reason to dislike someone and you shouldnt question them cuz you arent me and you dont know and just stop.,self,present,negative,neut,negative,disgust
944,cuz i hate tryin to prove myself to everyone.,self,present,negative,neut,negative,disgust
945,i consider myself a nice person and i should have the right to dislike some people.,self,present,positive,positive,positive,disgust
946,"Luckily, it stopped in time for the lesson.",other,na,neut,na,neut,joy
947,"I love the song ""Absolutely Everybody"" ever since the parade.",self,present,positive,neut,positive,joy
948,Not to mention I find her to be incredibly intimidating(sp?),self,present,positive,neut,neut,fear
949,The second day I went in and I was so paranoid.,self,na,negative,na,negative,fear
950,"OF course I was stressing it too much because as the day proceeded, I began to feel myself becoming more and more comfortable with everything.",self,na,positive,na,negative,fear
951,"My change was exact down to the last penny, what a relief that was for me lol.",other,present,positive,positive,neut,joy
952,That is going to suck so much.,other,na,negative,na,negative,disgust
953,HORRIBLE.,other,na,neut,na,na,disgust
954,I'm definately done bitching for now.,other,na,neut,na,na,disgust
955,"Thus, Statistics, mandatory Spanish, and the public speaking class I've been in this summer were the three classes I've assumed were most likely to potentially drop my GPA.",self,present,neut,neut,neut,fear
956,"None of this is really an achievement of course, but it is nice to know that I seem to be improving in areas which were previously more difficult.",self,na,positive,na,positive,joy
957,I dislike the idea of having gaps in my ability; it's the same need for balance that leads to me trying to further develop my natural cross-handedness into ambidexterity.,self,present,positive,neut,negative,disgust
958,"A little unfortunate, but at least it saves me from actually walking there.",other,present,negative,neut,neut,sadness
959,"While I've got every faith in my employees abilities, I wouldn't like to think about what could happen if.",self,past,positive,positive,positive,fear
960,"I sent the last one that came around off with such a red face, it was a wonder he didn't pass out!",self,past,positive,neut,neut,surprise
961,"It's good that I'm old enough to learn lessons on my own and not from others, either by teaching or example, because people are stupid.",self,present,positive,neut,na,joy
962,"I finally snapped and yelled out the door at the last two ""DOES ANYONE WASH THEIR FRIGGING HANDS AFTER USING THE BATHROOM ANYMORE??""",self,present,neut,neut,neut,anger
963,"Disgusted, I dried my hands, walked out, and yelled ""PIGS!"" toward the Burger King where a number of them had congregated for a late lunch.",self,past,neut,neut,neut,disgust
964,Lovely.,other,na,neut,na,na,joy
965,"While I have no doubt whatsoever that my equipment is clean and disease free (I devote at least as much attention to cleaning that as I do my hands; any women dating these boys should be weary of the possible filth that probably accompanies sexual relations with him if he can't even take care of his hands), I cannot say the same for others, and cannot vouch for where their hands have been prior to touching the same surfaces that I have, such as the toilet seat, flush lever, and door handles.",self,present,positive,neut,positive,fear
966,"Hey assholes, explain to your children where their cold sores came from: ""Daddy didn't wash his hands in the restroom, then he cleaned the ketchup off your face, and now you have herpes.""",other,present,negative,neut,neut,anger
967,Wash your damned hands.,other,na,negative,na,na,anger
968,Simply entering one should make you feel dirty and in want of a shower.,other,present,negative,neut,negative,disgust
969,"But it was nice to get out to the movies with Holly, I don't get to see her very much at all in any role other than as ""mom"", and as a single male with no kids, it's hard to associate myself with ""parents.""",self,present,positive,neut,neut,joy
970,"Not that Erin has a problem, she loves kids and works with them, but I've never honestly been much of a kid person.",self,present,positive,positive,positive,joy
971,"You can't beat them, you can't yell and foam at the mouth, but you can't ignore it either.",other,present,negative,neut,neut,anger
972,"But unlike that said territory, children grow-up at some point, and most at least realize that you can't just go around pissing people off.",other,present,neut,neut,neut,anger
973,The movie itself sucked.,other,na,negative,na,negative,disgust
974,Tricky bastards.,other,na,negative,na,negative,disgust
975,"The plot was just full of loopholes, there wasn't even any gratuitous boobage that you might otherwise associate with a Hollywood movie that stars an entire cast of nothing but athletic women.",other,present,negative,neut,neut,anger
976,But this one was just full of plot holes that you could drive a truck through.,other,present,negative,neut,neut,anger
977,So how the holy fuck did the cave-dwellers get a MOOSE through?,other,present,positive,neut,neut,disgust
978,"You explore for a little bit, then WHOOPS!",other,na,neut,na,neut,surprise
979,Hell no.,other,na,neut,na,na,anger
980,"After the movie and the subsequent discussion as to all the different ways it was just simply retarded, we came back to the house and watched TiVo.",self,past,negative,neut,neut,disgust
981,"It's alright, it's like American Choppers in that I enjoy it if there's really nothing else to watch.",self,present,positive,neut,positive,joy
982,"Major Victory is entertaining, but he's got an old-school look to him, like the original Batman or Superman.",other,past,positive,neut,na,joy
983,"Cue ""Our Lady Peace - Superman's Dead"", good song.",other,present,positive,neut,na,joy
984,"""Do you worry that you're not liked?",other,na,positive,na,positive,fear
985,"You're happy cause you smile, but how much can you fake?",other,na,positive,na,positive,joy
986,"The turnpike was nuts, every asshole from Jersey and Connecticut was apparently heading to Canada.",other,na,neut,na,neut,disgust
987,It kind of sucked.,other,na,negative,na,negative,disgust
988,"So back on the pike, putting up with traffic, speeds picked up to well above where they should have been, things cleared a little north of Lewiston, a little more above Augusta, but it was still pretty frigging busy all the way up.",other,past,positive,neut,positive,anger
989,So I'm not doing shit unless absolutely necessary.,self,na,negative,na,negative,disgust
990,I'm so proud of myself.,self,na,positive,na,na,joy
991,"Yeah, cocky, supercilious Marco Starnoni who eats as if he had been walking in the desert feasting on nothing but manna for forty years.",other,present,negative,negative,negative,disgust
992,Pete Rose knocks Ray Fosse into baseball lore and permanantly knocks his shoulder into a somewhat more precarious place.,other,present,negative,neut,negative,fear
993,"Yes, injuries can happen but, as a former catcher, it's the most exhilarating play in sports.",other,na,positive,na,positive,joy
994,That was kind of funny.,other,na,negative,na,na,joy
995,I remember walking off the field disgusted with myself.,self,present,negative,negative,negative,disgust
996,"I liked that, I am really happy to be able to ride again.",self,na,positive,na,positive,joy
997,Bonus!,other,na,neut,na,na,joy
998,"I was pretty bummed out, because it meant they put a hold on my cheque, I hate when they do that, what's the bloody point?",self,present,negative,neut,negative,anger
999,Especially when it's a bloody government cheque.,other,na,negative,na,na,anger
1000,"He's not ignorant, just old fashioned (which is pretty damn rare.)",other,na,negative,na,na,disgust
1001,I pride myself on listening to a wide variety of music.,self,present,positive,neut,positive,joy
1002,I swelled with pride.,self,na,positive,na,positive,joy
1003,"I was sad, but I helped him move his stuff.",self,present,negative,neut,neut,sadness
1004,I love my chairs *sniffs*,other,past,positive,neut,na,joy
1005,"That's funny, I think, that we love the furries so much that we're willing to schedule our schooling around the meets.",self,present,positive,neut,neut,joy
1006,Woohoo!,other,na,neut,na,na,joy
1007,"which is crazy good, especially if I'm living with Andrea, who only asks for internet, hydro, and food.",self,na,positive,na,neut,joy
1008,"well, I could splurge.",self,na,positive,na,neut,joy
1009,"Either way, I'm thinking it's looking pretty good.",self,na,positive,na,positive,joy
1010,"So, tomorrow's gonna make me a little sad.",other,na,negative,na,negative,sadness
1011,"I miss em all and they're the smartest, most responsible group I've ever been a part of.",self,present,positive,neut,negative,sadness
1012,"However, the playful, devil-may-care part of me tells me to fuck em all and go to London to watch movies with the Furs.",other,present,positive,neut,neut,anger
1013,"People like him bug me, not because they disagree with me, but because when you disagree with them, they resort to insults, and we all know how men need to have big balls and can't lose to another man, people always fall into a fight, or as it's known online, a flame war.",self,present,negative,neut,positive,disgust
1014,go to their houses and smash their faces in because they like to aggravate.,other,present,negative,neut,positive,anger
1015,"I personally enjoyed Pirates more, but I thought Superman was far more artistically done with a fantastic story.",self,na,positive,na,positive,joy
1016,"Whereas you go on there, on one side there are people constantly saying that pirates sucked, and that nobody is allowed to like it because it sucked and it was horrible.",other,present,negative,neut,neut,disgust
1017,etc. or you have the folks trying to tell you that Superman was horrible.,other,present,negative,negative,negative,disgust
1018,It's disgusting that I have to feel relieved when I find a thread that has people calmly discussing sides of an argument.,self,present,negative,neut,neut,disgust
1019,"i dont like myself    quite frankly i dislike myself very much, dont ask why cause i couldnt tell you.",other,present,positive,neut,positive,disgust
1020,all i know is i suck  (and im not looking for sympathy comments here),self,present,negative,negative,negative,disgust
1021,i hate the word better,self,present,positive,neut,negative,disgust
1022,why cant i just be happy with good enough?,self,na,positive,na,na,joy
1023,everything could ALWAYS be better  so ill never be happy!,other,na,positive,na,na,sadness
1024,freaky.,other,na,neut,na,na,fear
1025,"but wat the HECK  does ""delight yourself in the Lord and He will give you the desires of your heart"", mean?",other,present,positive,neut,positive,disgust
1026,"i suck , completely and thouroughly suck",other,na,negative,na,na,disgust
1027,ahhhhhhhhhhhhhhhhhhh   why do i hate life?!,self,present,negative,neut,negative,disgust
1028,i just wanna have fun and be happy and simple like all my friends.,self,present,positive,positive,positive,joy
1029,just giggle giggle giggle thats all they do everyday all day and all they need is a boyfriend and someone to laugh with.,other,present,neut,neut,neut,joy
1030,"Terrorists make me SICK, they ought to all be horrifically detained, I believe it was the first time in my life I have had to resort to extreme racism.",self,na,negative,na,negative,disgust
1031,Do you people not listen to the news or what?,other,na,neut,na,neut,anger
1032,"Perhaps I am just being petty, but that did really annoy me.  It absolutely outrages me as to how evil, and canniving these people are.",other,present,negative,neut,negative,anger
1033,"Imagine, transporting a bomb, fashioned out of a SPORTS DRINK, and triggering it with the simplistic flash of a disposable camera.",other,present,negative,neut,na,fear
1034,I just can't believe it.,self,present,neut,neut,neut,surprise
1035,"Britain, has, evidently officially gone to the dogs if the so-called ""prime minister"" is in Mexico, whilst we could have been dealing with 3,500 innocent lives lost, on 10 different jetliners.",self,na,negative,na,negative,anger
1036,"So, I am thankful to still be alive.",self,na,positive,na,na,joy
1037,"Lat night, while trying to demonstrate to Tequila Boy how effectlivley I could beat him up if he ever had a complete change of personality and decided to attack me I slipped on the carpet trying to demonstrate a roundhouse kick fell backwards and hit the wall with what I'm assured was a sickening crack.",self,present,negative,neut,neut,disgust
1038,"Which, just so you know, really fucking hurts.",other,na,negative,na,negative,disgust
1039,"In fact, I bought TOILET PAPER of George Bush stupid quotes.",self,past,negative,negative,negative,disgust
1040,"Now I'm on my political soapbox, so if you find opposition to the Republican regime distasteful, feel free to exit now.",self,na,negative,na,negative,disgust
1041,"On a more serious note, just open up any paper or online news provider and you will find things that *should* alarm you, and which definitely are bothering me! Here is just an example from Yahoo News:",other,present,negative,neut,neut,fear
1042,"""WASHINGTON - While the British terror suspects were hatching their plot, the Bush administration was quietly seeking permission to divert $6 million that was supposed to be spent this year developing new homeland explosives detection technology.""",other,present,negative,negative,negative,fear
1043,That does not even begin to address the loss of our civil liberties and the insidious spread of a Gestapo or KGB-like mentality that most of America just seems to be blissfully unaware of.,other,present,positive,negative,negative,anger
1044,"Perhaps I'm being an alarmist, but the loss of privacy and personal freedom in the name of ""security"" SCARES me. I am fine with heightened security at airports.",self,present,positive,neut,neut,fear
1045,"In fact, last night my Mom asked me if I am ""scared"" of flying and going on our trip.",self,past,negative,neut,neut,fear
1046,One such being the slight civil annoyance of another commuter's feet riding pride high on the train seats.,other,na,positive,na,neut,disgust
1047,"Sadly, due to current legal mud pies, forcefully conveying the issues and negatives concerned with sitting in such a state are verboten.",other,present,negative,negative,na,sadness
1048,"Knowing the majority's aversion to confrontations and speaking out, a ride with the feet up on the seats can usually last the entirety of a journey.",other,present,negative,neut,neut,anger
1049,"For those who feel powerless and fearful of repercussions, yet want to take action, there is always something more grating than knowing someone either cannot read or show respect for public seating areas.",other,present,negative,neut,negative,fear
1050,"As, after all, society has been developed to shift blame and anger ad infinitum.",other,present,negative,negative,na,anger
1051,Thank God the exam's over.,other,na,neut,na,na,joy
1052,I really hate Ma'am Nario!,self,present,negative,neut,negative,disgust
1053,fuck i can't wait to live alone!,self,na,negative,na,neut,disgust
1054,"if i ever live with a girl, that bitch better be clean.",self,na,positive,na,neut,disgust
1055,i come home after two weeks and our place is fucking disgusting.,self,na,negative,na,negative,disgust
1056,what the helllll.,other,na,neut,na,na,anger
1057,hahah.,other,na,neut,na,na,joy
1058,gotta love it.,other,present,positive,neut,positive,joy
1059,i used to be so sad about it.,self,na,negative,na,negative,sadness
1060,euphoric almost.,other,na,positive,na,na,joy
1061,wowo.,other,na,neut,na,na,joy
1062,good times.,other,na,positive,na,na,joy
1063,I hate it when certain people always seem to be better at me in everything they do.,self,present,positive,neut,negative,disgust
1064,I'm still pretty freaked out by the piano exam next week.,other,na,positive,na,na,fear
1065,"I dislike negative, non-beneficial (to me) change in people and things.",self,present,negative,negative,negative,disgust
1066,I don't like that.,self,present,positive,neut,positive,disgust
1067,The fireworks were beautiful.,other,na,positive,na,na,joy
1068,"The only way to enjoy them, is to live that moment.",other,present,positive,neut,neut,joy
1069,Miss it and that is it.,other,present,neut,neut,na,sadness
1070,I gave in to temptation.,self,na,negative,na,negative,sadness
1071,I just wanted someone I can confide about the difficulties I faced at work and the void in my life.,self,past,positive,positive,positive,sadness
1072,I feel so lost.,self,na,negative,na,negative,sadness
1073,My mouth hurts soooooo much.,other,present,negative,neut,negative,sadness
1074,"I hate going to the dentist, well hate is a strong word.",self,na,positive,na,negative,disgust
1075,I dislike going to the dentist.,self,na,negative,na,negative,disgust
1076,Bad new.,other,na,neut,na,na,sadness
1077,"And for some reasons I dislike doing politic cause manipulating, mostly people, are what it does.",self,present,negative,neut,negative,disgust
1078,Win win!,other,na,positive,na,positive,joy
1079,"My sister will remain in Michigan, so I thought I'd be coming back here occasionally, but she and I have had several vicious, scarring fights this summer.",self,past,negative,negative,negative,anger
1080,I spend my time joyfully packing boxes.,self,present,positive,positive,positive,joy
1081,It's like Christmas presents in reverse.,other,na,positive,na,positive,joy
1082,I've considered not coming home for holidays to see my family because I dislike this town so much.,self,present,negative,neut,neut,disgust
1083,"""Really?""",other,na,neut,na,na,surprise
1084,"Hahaha!""",other,na,neut,na,na,joy
1085,Totally dangerous combination.,other,na,negative,na,na,fear
1086,"Just because, you know, too cheesy to live.",other,na,negative,na,neut,disgust
1087,"Maybe I wanted to fuck with myself, which usually happens anytime I feel relatively okay.",self,present,negative,neut,negative,disgust
1088,Maybe I was nostalgic.,self,na,neut,na,na,sadness
1089,"39 kids, 4 leaders, 1 amazing Irish woman named lynn, and 3 weeks in england ireland and wales can only lead to a once in a life time experience.",other,past,positive,neut,neut,joy
1090,"mel, sully, steve, adam, gibbs, artur, erin, jacqui, will, leanne, nikki,justin, jeffy, steph, all the catherines/katies, kaela, bree, sarah grady (future president of 2005 haha), sarah p, caitlin g i love you all.",other,na,positive,na,positive,joy
1091,you made this trip amazing and i don't know what i'm gonna do without you.,self,present,positive,neut,positive,joy
1092,i'm really lucky about that.,self,na,positive,na,na,joy
1093,"i'm actually pretty good at driving a normal car, so i'm excited.",self,present,positive,neut,na,joy
1094,i got some great presents and had an awesome 16th birthday.,self,past,positive,positive,positive,joy
1095,The people here even at Columbia are so different than I expected.,self,na,neut,na,neut,surprise
1096,I'm loving school at Columbia.,self,present,positive,neut,positive,joy
1097,"I feel more at ease now that I kind of know what I want to do with my life, but more scared because I feel like everyone is a step ahead of me. I have to admit though school has me freaked out about my future.",self,present,positive,neut,positive,fear
1098,I'm scared to death about getting a job after school.,other,present,negative,neut,na,fear
1099,"I can't wait, but I'm nervous as hell now.",self,na,negative,na,negative,fear
1100,What if nothing goes as planned and I can't get a job and I'm stuck doing something that I hate?,self,present,negative,neut,neut,fear
1101,She was saying how she had the same area code and that she's from Spring Valley Weird huh?,other,past,neut,neut,neut,surprise
1102,The weirdest part is her roomate is someone who I went to school with since jr. high.,self,past,negative,neut,neut,surprise
1103,I'm excited to go I always like to go to different concerts and plus it will be nice to go out and do something fun.,self,present,positive,positive,positive,joy
1104,"It was definitely a shocking experience, but atleast I can say I have ridden in an ambulance before.",self,present,negative,neut,neut,surprise
1105,"My mother was there for me the whole time while I was scared to death, losing consciousnes, and fearing for my life, and I will always remember that.",self,present,negative,neut,neut,fear
1106,"The goal was to go to sleep and never wake up, but after taking 32 of those dreadful cold pills that put scars on my kidney in the first place, death was becomming all too real too fast.",other,present,negative,negative,negative,fear
1107,Have you ever wanted to be with someone that is a friend of the other sex but you are afraid to ask that person?,other,present,negative,neut,negative,fear
1108,afraid that it would ruin your friendship with them as well as your friendship with another person.,other,present,negative,positive,positive,fear
1109,afraid that you will be hurt yet again.,other,na,negative,na,na,fear
1110,hurt if that person say's no.,other,na,negative,na,neut,sadness
1111,Hurt if that person say's yes and down the line you brake up.,other,na,neut,na,neut,sadness
1112,Hurt by the world of friendship yet again.,other,na,neut,na,na,sadness
1113,Hurt by the world of dating.,other,na,neut,na,na,sadness
1114,Hurt so bad you stay in a world that is only in your mind.,other,na,negative,na,neut,sadness
1115,Hurt so bad you stay in your room.,other,na,negative,na,neut,sadness
1116,My night last night turned out amazing towards 8:00-9:00,other,na,positive,na,positive,surprise
1117,"I had a really nice conversation with Juckett, another amazing one with Phil, and then another one with Solomon.",self,past,positive,positive,positive,joy
1118,"It was definitely a good night of conversation, although I did stay up until 12:30, and I payed for that this morning in 1st period (Physics)",self,na,positive,na,neut,joy
1119,But all of a sudden today it's hit me that I have all this work due.,self,past,positive,neut,positive,surprise
1120,"I'm starting my argument on illegal immigration (which I may say is turning out fantastic with the first two praragraphs I have), and I finished one of my US History charts, and I plan on outlining a bit once I start watching America's Next Top Model.",self,present,positive,neut,neut,joy
1121,The courts and my lawyer and my therapist and my mom are all getting mad because I don't have all this time in the world to hang out with my Dad for a few hours.,self,present,negative,neut,negative,anger
1122,"Love NFL, love live, it only makes sense.",other,present,positive,neut,positive,joy
1123,"I'm sorry someone died, but to mislead me like that is inexcusable.",self,present,negative,neut,negative,sadness
1124,"Love NFL, love live, it only makes sense.",other,present,positive,neut,positive,joy
1125,"I'm sorry someone died, but to mislead me like that is inexcusable.",self,present,negative,neut,negative,sadness
1126,"even though i wasnt in the right mood, a.k.a : my mind was in portland, it was  a really good flick!",self,na,positive,na,positive,joy
1127,"what i was worried about, someone trying to steal money off my card, isnt going to happen.",other,present,negative,neut,neut,fear
1128,she makes me all nervous and tense!,other,na,negative,na,negative,fear
1129,"and anything she says, no matter how sweet the voice is is nasty and mean spirited!",other,na,positive,na,neut,disgust
1130,and me with my explaining skills wont show her how what she just said stung!,other,present,positive,neut,neut,anger
1131,thus getting myself more pissed and less willing to finish what i was just trying to say.,self,present,positive,neut,neut,anger
1132,"which sucks, but that might mean her birthday.",other,present,negative,neut,negative,disgust
1133,im afraid of what will happen if that gets out.,other,na,negative,na,neut,fear
1134,im worried about money.,other,na,negative,na,negative,fear
1135,"but im more worried about losing the one i love, even though i cant have her right now.",other,present,positive,neut,positive,fear
1136,okay shut up!,other,na,neut,na,na,anger
1137,"I can handle dull aches, it's the sharp pains that freak me out.",self,present,negative,neut,negative,fear
1138,"Then they fucked around with my teeth, which never hurt (except for the clamp), but I was on edge, because it felt like it was about to hurt, like any moment they might hit a nerve.",self,present,negative,neut,negative,fear
1139,"so the nurse was doing suction, and she accidently hit the rubber sheath across my mouth (isolating the tooth) which made a very loud noise in my ear, so I flinched, and the dentist was like ""It's not big deal, show her it's nothing to be afraid of"" so she did it again and I really freaked out, really flinched and even cried out and then I starting crying.",self,present,negative,neut,negative,fear
1140,"filling, which sucks.",other,na,negative,na,negative,disgust
1141,"as unexpectedly and elusively as the innernets appear, SO DO THEY STOP DISAPEAR.",other,present,negative,neut,neut,surprise
1142,enjoying it while it lasts.,other,present,positive,neut,neut,joy
1143,pshaw!,other,na,neut,na,na,surprise
1144,and it turns out that the daughter and i both graduated from brockport this spring!,other,na,neut,na,neut,surprise
1145,she's living at home with her parents now and she's not feeling very good about herself.,other,na,positive,na,positive,sadness
1146,"Which, to be honest, was making Brad slightly nervous.",other,na,positive,na,positive,fear
1147,Perhaps it had just been pre-deal excitement.,other,na,positive,na,na,joy
1148,"It was a pleasant Tuesday evening in Hawai'i, Wednesday at home, Brad reminded himself automatically, and he had the doors to the balcony open wide and was sitting on the lone chair looking out over the ocean.",other,past,positive,neut,neut,joy
1149,"He called Yohji, missing him, wanting to talk to him.",other,present,negative,neut,neut,sadness
1150,It actually was quite a bit of fun.,other,na,positive,na,na,joy
1151,"We offered to do Aaron too, but he just laughed and shook his head.",self,present,negative,neut,neut,joy
1152,He really laughed a lot today.,other,past,neut,neut,neut,joy
1153,I made me sorry that I don't actually know him.,self,present,negative,neut,negative,sadness
1154,"After Drawing, I was standing at Ryan's locker, leaning back, laughing.",self,na,positive,na,positive,joy
1155,"I was laughing up at Josh Bloomfield and Peter, when someone spoke softly behind me, very fast.",self,na,positive,na,positive,joy
1156,"I wanted to wipe the green-and-purple whiskers off with my hands, but was afraid of making it worse, so I didn't do anything.",self,present,negative,neut,neut,fear
1157,"I said, ""He always seems so nervous.""",self,na,negative,na,negative,fear
1158,"I feel kind of bad.""",self,present,negative,negative,negative,sadness
1159,"hurting his feelings,"" Ryan finished flatly.",other,present,negative,neut,neut,sadness
1160,"I nodded, felt guilty.",self,na,negative,na,negative,sadness
1161,"And that's total bullshit, because those things shouldn't even matter.",other,na,negative,na,neut,disgust
1162,It's about a fucking jacket.,other,na,negative,na,na,disgust
1163,Goodbyes break my heart and make me choke on my last words.,other,present,negative,neut,negative,sadness
1164,They cause tears to run down my cheeks and make me want to fall to my knees.,other,present,negative,neut,neut,sadness
1165,Backing out of that driveway getting further and further away from you was one of the hardest things I've ever had to do.,self,na,negative,na,neut,sadness
1166,I'm so scared that everytime that I see you it's going to be my last time and I never want to leave your side.,self,present,negative,neut,negative,fear
1167,my quilt is finally coming along though i am alsorts of excited.,self,na,positive,na,positive,joy
1168,anyways i wont b here all weekend i will b in penn state with a bunch of male bleeders and my brother lol so there ttyl byes,self,na,neut,na,neut,joy
1169,But when you want money for people with minds that hate,other,present,negative,neut,neut,disgust
1170,"Pretty damn sad, isn't it?",other,na,negative,na,na,sadness
1171,What will it take to rise above and leave this human ashtray that we've been snubbed into?,other,present,negative,neut,neut,disgust
1172,"That last one alone has been responsible for more fear-mongering than the presently seated Bush administration has been able to muster in the past six years, and that's a pretty tall order.",other,na,positive,na,na,fear
1173,What's interesting about their motivations is that most of what we're supposed to be afraid of is actually simply informative alternatives to the status quo: the fear of change.,other,present,negative,neut,na,fear
1174,The government wants us to be afraid of terrorists so that they can pass more questionable legislation that makes it easier to control us.,other,present,negative,neut,positive,fear
1175,"They want us to be scared of protesting and dissenting in the name of freedom, because there are more of us than there are of THEM.",other,present,negative,neut,neut,fear
1176,"I even suggest that the government has always wished us to be afraid of communism, because it goes against the very thing that government relies upon to keep it rolling: capitalism.",self,present,negative,neut,neut,fear
1177,"From the ""Red Scare"" and the Communist witch-hunt of the 50's with Senator Joe McCarthy aggressively pursuing perceived threats to the safety and security of America, to the current fear and loathing of so-called communist countries such as North Korea, Cuba and China, actual communism has never, ever existed.",other,present,negative,negative,negative,fear
1178,It's a depression.,other,na,negative,na,na,sadness
1179,Everybody's out of work or scared of losing their job.,other,present,negative,neut,na,fear
1180,I want you to get mad!,self,present,negative,neut,neut,anger
1181,I don't know what to do about the depression and the inflation and the Russians and the crime in the street.,self,na,negative,na,negative,sadness
1182,"All I know is that first, you've got to get mad.",self,na,negative,na,negative,anger
1183,"You've gotta say, ""I'm a human being, goddammit!",self,na,neut,na,neut,anger
1184,"""I'm as mad as hell,",self,na,negative,na,na,anger
1185,"and I'm not going to take this anymore!!""",self,present,neut,neut,neut,anger
1186,Have you ever felt longing?,other,past,negative,negative,negative,sadness
1187,"Just at the mere thought of the source of longing makes you want to cry, to sob out the truth of your heart?",other,present,negative,neut,negative,sadness
1188,"Longing is not for the faint of heart, but longing will make you weak in the heart.",other,na,negative,na,negative,sadness
1189,"It will alter you judgement, longing will destroy you.",other,present,negative,neut,neut,sadness
1190,The job is really nice.,other,na,positive,na,na,joy
1191,It's pretty sweet and I feel very blessed that I have it.,self,present,positive,neut,positive,joy
1192,"Oh and my mentor, she's Catholic and she teaches CCD so me and her get along pretty good.",other,na,positive,na,neut,joy
1193,Today sucked.,other,na,negative,na,negative,disgust
1194,Ugh.,other,na,neut,na,na,disgust
1195,"I won't pay attention in class and miss assignments, I'm always afraid I'm going to forget to do something or something's gonna spring up on me and AAAAAAH!!!",self,present,negative,neut,neut,fear
1196,"Today, I was pulled out of a meeting by our building manager, who was in a blind panic.",other,na,negative,na,na,fear
1197,"The other is appalling crap: disorganized, blatantly pseudoscientific, and misogynistic.",other,na,negative,na,na,disgust
1198,"I suppose attitudes towards women have changed a lot too, but this was so awful I threw up my hands and returned the book before leaving the library.",self,present,negative,neut,negative,disgust
1199,"He goes on to describe her in later years as unhappily married, fat, and sullen.",other,present,negative,neut,neut,sadness
1200,"There's currently a commercial on rotation, I advertising what capitalistic piece of crap it is this time, but it is a terrible, terrible, cover of ""In a Big Country.""",self,present,negative,negative,negative,disgust
1201,"We have all had (or are still having, perhaps for the rest of our lives) our encounters with stupid people, but it's the ones who just won't stop bothering you that are among some of the worst.",self,present,negative,neut,neut,disgust
1202,"Somebody fucking invited me to a Facebook group called ""Sally is cooler than your mom.""",other,past,positive,neut,neut,anger
1203,"Okay, if you're going to be cooler than anyone, saying that you're cooler than my mom is a fucking given.",other,na,positive,na,neut,anger
1204,I'd like to tell Sally to go eat shit.,self,present,positive,neut,positive,anger
1205,"Three angry customers; as a matter of fact, that last week alone at Pier 1 was the only week where I met troublesome customers.",self,past,negative,negative,negative,anger
1206,Very odd and peculiar.,other,na,negative,na,na,surprise
1207,Good deal.,other,na,neut,na,na,joy
1208,Isn't it aggravating when someone is practically demanding you to hang out with them?,other,present,negative,neut,neut,anger
1209,Get a fucking clue.,other,present,negative,negative,na,anger
1210,Go find someone else to be your bitch.,other,present,negative,neut,neut,anger
1211,"Sure, it's nice to see people wanting to be within your presence, but when they step over the line and enter the realm of stupidity, self-esteem issues and denial of self-being, well then I want to do nothing but kick you in the fucking baby maker.",self,present,negative,neut,negative,anger
1212,I get such a laugh out of that every time.,self,present,neut,neut,neut,joy
1213,The next time I actually get you on the phone when you're not a)tired b)not in the mood or c)just plain not wanting to talk to me please don't elect to watch a movie instead of having a conversation with me. It's these types of choices that make it hard for me to justify trying to be your friend.,self,present,negative,neut,neut,anger
1214,"first let me say, this is one of the stupidest fucking reasons to be (once again) pissy with someone.",other,na,negative,na,neut,anger
1215,Fucking seriously kid.,other,present,neut,neut,na,anger
1216,Im rather sick of myspace.,other,na,negative,na,na,disgust
1217,"Ive noticed an abundance are usually about me, and rather stupid.",other,na,positive,na,positive,disgust
1218,"every once in awhile one or two titles will catch my eye and I will read it, but for the most part i really am sick and tired to stupid repetitive shit.",self,present,negative,neut,neut,disgust
1219,"Gag, enough on that crap.",other,na,positive,na,na,disgust
1220,Court was intimidating but I did good.,self,na,positive,na,positive,fear
1221,I actually got it pretty good.,self,na,positive,na,positive,joy
1222,"Every one was really nice, even the judge.",other,na,positive,na,na,joy
1223,"The exciting part of my day, as cliche as it sounds was a car fire.",other,na,positive,na,neut,joy
1224,"So i Told him it was on fire I dont think he heard me, So i grabbed his smeater and yanked him out of the car, he stumbled back, dropped his shit and looked at me pissed ""what the fuck lady"" we got about four or five steps from the vehicle when the gas tanked popped (not a hollywood explosion here people) and burning gas flew out everywhere, catching the grass on fire, blowing out both rear tires and because the door was open, the interior of the vehicle started going up in flames.",self,present,negative,neut,negative,anger
1225,"after some silence from the driver his attitude changed and hes like ""thanks that could have been me"" and repeated ""oh my god"" while I got an ETA on police and fire from dispatch and gave her information.",self,past,positive,neut,positive,fear
1226,Point is it was exciting.,other,na,positive,na,positive,joy
1227,"he gave me a hug, that was good.",other,past,positive,positive,positive,joy
1228,"How do you know that smoke is not from a tire, and the car could be on fire??",other,na,negative,na,negative,fear
1229,"But uncle beeve saved the day and fixed a bunch of stuff for me. Called it an early Birthday present, he is so amazing.",other,past,positive,neut,na,joy
