ID,text,direction,tense,overall_polarity,event_polarity,action_polarity,label
15654,I miss Harry Potter. :(,self,present,negative,neut,na,sadness
15655,final episode of friends,other,na,neut,na,na,sadness
15656,@mikkyjimenez my second fav programme behind Grand designs but being made to watch Water with Elephants,other,past,positive,neut,neut,joy
15657,Chunky had no idea baby lsulsu @peraginee,other,past,neut,neut,na,surprise
15658,Mijn creatie van papier-mache is klaar! Nu hopen dat het morgen droog is! Dan nog een paar gedichten en wat inpakken pakjesavond,other,na,neut,na,na,surprise
15659,"The of cycling into work whilst others are stuck on cars, buses and moving boxes xxx metres below ground",other,past,positive,neut,na,joy
15660,"I mean, I do have the Ultimate Motown Christmas Collection and it has &quot;Give Love,&quot; but it's the Johnny Gill version.",self,present,neut,neut,na,sadness
15661,I just found a stuffed snowman hidden in my bed. Thanks 3yo!,self,past,neut,neut,neut,surprise
15662,I just can't do the thing anymore. The Russians are coming...The ChiComs are coming...The Terrorists are coming...and so on.,self,present,neut,neut,neut,fear
15663,My night consists of baking pies cookies and making posters,other,present,neut,neut,na,joy
15664,Starting tomorrow until Christmas break = hell. Basketball games &amp; midterms.. not,other,present,negative,neut,negative,joy
15665,She tried to act like she had no clue as to what's going on... And so did I! But guess what b I'll see u in a few hours.,self,present,positive,neut,neut,surprise
15666,@kayleighhhx3 I would just die if I got to c him in concert! But it's 2 hours of a drive... :(,other,past,negative,neut,negative,sadness
15667,'Joy is not in things; it is in us.' - Ben Franklin. Look inside to your and be thankful it will always be there for you &lt;3 k.deer,other,present,positive,na,neut,joy
15668,My empty tummy feels like a black hole of hunger and cold.,other,present,positive,neut,na,sadness
15669,Haven't talked to my boyfriend all day..,other,past,neut,neut,neut,sadness
15670,I would never let my future kids leave the house looking or smelling like half the kids in this school,self,present,positive,neut,neut,disgust
15671,"Today I am thankful for the funny creatures that God made, like my grandparents' dog. 7 fb",other,past,positive,negative,na,joy
15672,I'M WAITING TO GET STEEN WOLF AND TOGETHER. IT'LL BE PART OF MY &quot;TREAT YO SELF&quot; BIRTHDAY CELEBRATION IF I CAN HOLD OFF ANOTHER MONTH.,self,present,neut,neut,neut,fear
15673,I had a dream that my garage opened and you walked into my room. bestdreamever,self,past,neut,neut,neut,surprise
15674,Okay I'm pretty tired now.. Going home soon. Probs won't sleep till like 430. Class at 9 -_____- hahaha,other,past,positive,neut,neut,joy
15675,I have an hour and seventeen minutes until I spend the rest of my day at the library.,self,present,neut,neut,neut,joy
15676,If the essence of my being has caused a  to have appeared upon your face or a touch of within your heart.Then i have made my mark,self,past,neut,neut,neut,joy
15677, parents me! Lmao don't tell me shit u can't even raise a kid... but wanna tell me how to live my life? Stfu stankin ass nigga,self,present,negative,neut,neut,disgust
15678,"Fallin deep in love wit a female is a gamble, in wit mi luck Ima lose it all",other,present,positive,neut,na,fear
15679,"Those who make fun of jessi from little mix, fuck you. You are disgusting.",other,present,negative,positive,na,anger
15680,The worst RT @jcorsi10: oh &amp; i thought payday was today....its NEXT friday.,self,past,negative,neut,na,joy
15681,So crazy that there are only 25 days left till Christmas!!!,other,past,negative,na,neut,joy
15682,"I am still dizzy from last night. Good times with a dear love from a lifetime ago. Love, laughter, tears, and sweet nostalgia.",other,na,positive,na,na,joy
15683,@thebodyshopuk The anticipation of not still being pregnant on Christmas Day is bringing me ChristmasEveDueDate!!,other,present,neut,neut,na,joy
15684,Spent the day looking at progress bars,other,past,positive,neut,na,joy
15685,follow me @pinkferrari_KAY .. I follow's back !,self,present,neut,neut,na,joy
15686,I was mad for no reason so now i'm mad that I was so mad before.,other,na,negative,na,na,anger
15687,Hmm my face is slightly swolen and painful,other,na,negative,na,na,joy
15688,just cooked myself a nice dinner! now more homework,other,past,positive,neut,positive,joy
15689,Back to work with a bang...just finished ready for a 12 hour day teaching tomorrow! :-,other,past,positive,neut,positive,joy
15690,"Get to work early?  Yep, am proud but to my dismay my supervisor is still not here...",other,present,positive,positive,neut,sadness
15691,Biking home from pasadena no lights + windy mirth happyday ...nawt really. wish I could drive already,self,present,neut,neut,neut,joy
15692,Gedicht geredigeerd en tevreden met het resultaat van de drukkerij. Nu naar huize van Dongen,other,na,neut,na,na,surprise
15693,"@stix1845 But now I have too much work to do and all I want to do is go to bed! Plus, next semester I won't be able to revert...",self,present,positive,neut,neut,fear
15694,No one I wanted to win won tonight. OnlyTheDoucheBagsWon,self,past,positive,positive,positive,sadness
15695,Just bombed my french test,other,past,negative,neut,negative,joy
15696,Warning: Feeling maaaad silly today!!! In a GREAT mood despite the gloomy rain! - it's a beautiful thing.☺,other,present,negative,negative,na,joy
15697,I slid gracefully. But my toe isn't going back into place so easily. ouch!,other,past,positive,neut,neut,surprise
15698,I get to dissect a baby pig today fml -__-,self,present,negative,neut,neut,joy
15699,"-_-RT @2_AboutThatLife: Finnah go watch this girl play one time , she better be serving",other,present,positive,na,neut,surprise
15700,"We have a really brilliant physics teacher. In a week period we had 3 tests: pre-mock, actual mock and post-mock.",self,past,positive,negative,neut,joy
15701,And my point me remains dat da FATTEST chicks make the most noiseeeeeee!! Jah STFU,other,present,neut,neut,neut,disgust
15702,That moment when you realized you left your bus pass on the LTC AGAIN.  @western_usc help a uwo kid out?,other,past,neut,neut,neut,anger
15703,"My last is , im scared of the dark .. ctfuu I have night light in my room :",self,present,negative,neut,neut,fear
15704,I am in love with a man named Jesus! @Christfollowbac,other,past,positive,neut,na,joy
15705,"Up, showered:) .... time ta clean -.-",other,past,positive,na,na,joy
15706,mmmmmm I think mother nature is coming .,self,present,neut,neut,na,joy
15707,Food sounds so good right now... Too bad I have none.,self,present,positive,neut,positive,sadness
15708,@maggieshunter I for realz have nearly thrown my Mac out the window multiple times today. Then I realized it's like my best friend.,self,past,positive,neut,neut,anger
15709,Participate in my contest jerk faces!,other,present,negative,negative,na,sadness
15710,What is Chris brown thinkin with blonde hair.... eminemlookalike,other,na,neut,na,na,disgust
15711,Ice on my car this morning officially cold enough to get a tree now!,other,present,positive,neut,neut,joy
15712,My coffee man just put sneaky smiley face on my coffee cup!,other,past,negative,negative,neut,joy
15713,I thought that this is my last appointment but it turns out that I might go through that nerves shit with another tooth,self,present,negative,neut,neut,anger
15714,was confronted by an unknown woman in asda and her words where 'i hope your sober from last weekends antics',other,past,negative,negative,na,fear
15715,"Tool academy is not making me look forward to my tattoo tomorrow. Been 4 years since i got one, forgotten the painitchyness",self,past,neut,neut,neut,joy
15716,@TuckerScottXXX 2 days till I'm in LA.,other,na,neut,na,na,sadness
15717,oh gosh I feel a hunger headache coming on ... -_-.,self,present,negative,negative,na,joy
15718,Bout to workout and get this extra aggression out of my system,other,present,negative,negative,na,anger
15719,Was planning on having Campbell's Soup At Hand for lunch but it spilled over in the microwave. Dora Spaghettios it is.,other,present,neut,neut,neut,sadness
15720,@freubelweb Zo hè! Zelf gefreubeld? Petje af! U bent een ware Freubelkoningin ;-),other,na,negative,na,na,surprise
15721,River island menswear xmas party = success,other,na,positive,na,na,joy
15722,":) @SheQuotesNow &quot;If pure, uplifting, inspirational is your guide, your heart will open &amp; smile.&quot;  @PsychicRegistry",other,future,positive,positive,positive,joy
15723,@SohoGuy Remember the original  show? it was humour that adults enjoyed aswell as kids! PIGS INNN SPAAAACE!!,other,past,positive,na,positive,joy
15724,"Everytime I hear from my East Coast family, it makes me miss them even more than usual",self,present,negative,neut,na,sadness
15725,Light dawns for righteous people and for those whose motives are decent. (Ps 97:11) believers bible,other,present,positive,neut,positive,joy
15726,Cannot wait for the party on Saturday! It's gonna be a messy one! I'm gonna hide something in someone's shoe!!!,self,present,negative,neut,neut,surprise
15727,Little prepubescent rhino looking girl on the bus bullying another girl! What a tosser. You make me want to mentally fuck you up.,self,present,negative,neut,negative,anger
15728,The man next to me at the bus stop smells like a public toilet.,other,present,positive,neut,positive,joy
15729,"I am scared that although I turn my phone to silent, it will still go off in class... :s",self,future,positive,neut,positive,fear
15730,Can hear my next door neighbour sing in the shower,other,present,neut,neut,neut,joy
15731,"Good news always comes just when you need it! Just saw that Na Hong-jin, director of THE CHASER made a new movie and it's out now!",other,past,neut,neut,neut,joy
15732,"These voices they tell me go, Why should i ever go, Mann im so comfortable here, Why should i head to a place where people live in",self,present,positive,neut,neut,fear
15733,Was hoping to eat a chocolate square with my coffee.  WHY DOES THE CHOCOLATE SMELL AND TASTE LIKE PARMESAN CHEESE?!?!,other,present,neut,neut,na,sadness
15734,@FearDept The US is cool because each month has a new threat! This month: Bioweapons. Thanks for telling me what to,other,present,positive,neut,neut,fear
15735,"another library stint, 1900 words to go,",other,present,neut,na,na,joy
15736,"@followthebaehr It's sunny but tonighttomorrow, it's rainy. 1 more day of work, then I'm off for four days bc of Thanksgiving.",other,na,positive,na,na,joy
15737,@kheyt  wait it's eaten with a coconut? Lmao I don't remember I haven't had it in a decade!,self,past,neut,neut,neut,sadness
15738,One thing a thief can't steal is your,other,present,negative,negative,neut,joy
15739,"Típico que me pones la alarma en mi cel, suena en la mañana y un día después",other,na,neut,na,na,surprise
15740,@JennBerkley @msmonigutierrez very much agreed. It's pretty gross. Especially with an online final you HAVE to make an A on.,other,present,positive,neut,neut,disgust
15741,"so my phone is officially broken now, this is gonna be a long break.I probly won't get a new 1 till next week",self,past,negative,neut,neut,joy
15742,I'm thankful for my track team and mu family they keep me going everyday,self,present,positive,neut,na,joy
15743,Thigh muscles still burning thanks to  Andddd I have to wear heels tonight,self,present,negative,neut,neut,joy
15744,On popular demand (@RadicalJoker) @pal36 Please release the pole dance video,other,present,positive,neut,positive,surprise
15745,why are people so upset over this  bill? how are we supposed to know what to if the gov't can't control all information we see?,self,present,negative,neut,neut,fear
15746,5 minutes until a 3 hour conference call,other,na,neut,na,na,joy
15747,"sells, but only-buyers remorse-Don't buy anything thats sold by fear except maybe a good horror flick! Choose Love &amp; Trust-not fear",other,present,negative,neut,positive,fear
15748,I would be crushing some online poker today.,self,present,negative,neut,negative,sadness
15749,Omg! My favorite show is coming back!! factor,other,present,positive,positive,neut,fear
15750,"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today  less&quot; Amen! This is a truely great sayin..",self,past,positive,neut,neut,fear
15751,morning babez! headed to the 413 bright and early for brunch with the fam!,other,past,positive,positive,na,surprise
15752,Decided! Bunking work tomorrow!,other,past,positive,positive,neut,joy
15753,Literally don't think I can keep my eyes open any longer but i feel like I'm about to be sick. AND I have a lupus flare up. FML,self,present,negative,neut,neut,joy
15754,comfort eating when you realise theres never going to be another Harry Potter film...,other,present,positive,neut,neut,sadness
15755,Je lui ai préparé son sac pour le voyage en train. Des sudoku (sa passion) et un crayon de papier mal taillé pour le fun.,other,na,positive,na,na,surprise
15756,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today less”",self,past,positive,na,neut,fear
15757,"@alessio_88 si infatti è così, io invece voglio sempre crederci ogni volta ma tanto è inutile",other,na,neut,na,na,sadness
15758,Are you afraid of something? Read Isaiah 41:13. Don’t be afraid. Take the LORD our God by the hand and let Him help you.,other,present,negative,neut,na,fear
15759,"One of the s of a wikifarm is finding … features of mediawiki … which do not work as predicted in a single_source farm, and fixing.",other,present,positive,neut,neut,joy
15760,@aboveandbeyond Paavo! Thanks for  397 stuck in the box. Been searching for the name of that track for 3 years!,other,past,negative,neut,neut,joy
15761,Fear is nothig more than an obstacle that stands in the way of progress. life,other,present,positive,negative,na,fear
15762,Im going to go give a visit to a friend of mine tomorrow,other,present,neut,neut,neut,surprise
15763,@tannerrose94 AH! Do you have any shows coming up? I totally missed Woods and just thought of it.,self,past,negative,neut,neut,sadness
15764, hinders  !  is sin !  is sin ! is sin ! Unforgiveness is sin ! Have Faith in God ! Turn away from sin !,other,present,negative,positive,negative,fear
15765,"Missing my sisters bridal shower tomorrow :,(  I wish I was home",self,present,neut,neut,neut,sadness
15766, about to go down? @djcommish is having a bad sports day,other,present,negative,neut,neut,joy
15767,Shut the front door! My brother just waltzed in from,other,past,neut,neut,neut,surprise
15768,guess who got in a car accident  badsurprise,other,past,neut,neut,na,surprise
15769,@ApoloOhno I wish that you would give a nice 8Zone sweater with hood to me for Christmas.,self,present,positive,positive,neut,joy
15770,"And the of the LORD fell on all the kingdoms of the lands that were around Judah, so that they did not make war against Jehoshaphat.",other,past,negative,neut,neut,fear
15771,Frank Luntz  recently advised the  Governor's Association to avoid mentioning  of OWS,other,present,neut,neut,neut,fear
15772,En la peluqueria... Aver como salgo,other,na,neut,na,na,fear
15773,"is on a bus, wanting to go home",other,present,neut,neut,na,sadness
15774,Just looked in the mirror and god I look awful,self,past,negative,neut,neut,surprise
15775,“@IAM_FET: Truth Is: I find in sharing The Gospel!” &lt;&lt;There is no greater joy:),self,present,positive,neut,na,joy
15776,Its NeverBroke bitch Gettn $ not a Option doesnt exist!!,other,present,negative,negative,na,fear
15777,You didn't even text back and you have an attitude with me.,other,present,neut,neut,neut,joy
15778,Just bought the 'Elf' Blu-Ray! I am sooooooo happy!    peaceonearth,other,past,positive,positive,neut,joy
15779,"My dad is telling me the best news ever, I'm getting so many butterflies &amp; I wanna cry!",self,present,positive,neut,na,joy
15780,Yea I'm The King Now Where My MuFu*king Crown,other,na,neut,na,na,joy
15781,"In bed eating melted millions while watching one day. If u thought it was a happy love film, well its bloody depressing",other,past,positive,neut,positive,joy
15782,"Bread is rising in the kitchen, and I have coffee and the diary of a crazy man.",self,present,negative,neut,neut,joy
15783,MotherF**k Drinking &amp;&amp; Driving I'd Rather Get High &amp;&amp; Fly,self,present,neut,neut,neut,joy
15784,&quot;@gojunebug A fantastic Terrific Thanksgiving to you and your family.  love peace food. God Bless you all. :) ◄ Back at Ya Dan ☺,other,present,positive,neut,na,joy
15785,@a__james hahaha well worst comes to worst you can study german with me!!!!,other,present,negative,neut,neut,joy
15786,"Caged in my room with my books. Feeling so blue. Good thing  is playing for me, and that  will be on in a few hours:D",other,present,neut,neut,na,joy
15787,logo logo estarei ai so pra te ver @emeeers,other,na,neut,na,na,surprise
15788,last mcc ever tomorrow &amp; so many people aren't going.... :(:(,other,present,neut,neut,na,sadness
15789,@Desolationway  Chance to send you my best we wishes! Olé!  My 2b in touch!,self,present,positive,neut,na,joy
15790,To discover JOY is to return to a state of ONENESS with the UNIVERSE.&quot; ∼ Peggy Jenkins,other,present,neut,positive,na,joy
15791,"@The_Will_Allen You are the tickle master,&amp; you cause my body so much pain..but I love you.",self,present,positive,neut,negative,joy
15792,"Monday! Yay! Set goals now to make your week productive, exciting, &amp; healthy! I have at-home workouts planned &amp; a massage scheduled!",self,past,positive,neut,neut,joy
15793,"Welcome December! It's so weird that you have a crap ton of snow, and I have none!",self,present,negative,neut,na,sadness
15794,I hate narrow mindedarrogant people. Wake the hell up.,self,present,negative,negative,na,anger
15795,Having a hard time right now. Lots of Good thing it's time for Sunday night meditation,other,present,positive,positive,na,sadness
15796,Mom's surgery prohibits her from cooking on Turkey Day. Little does she know my relatives Thanksgiving Dinner Reunion is for her.,other,present,negative,neut,na,surprise
15797,☺ RT @HSCordero: Can't help but feel overwhelmed with joy today. happiness goodday,other,present,positive,neut,neut,joy
15798,The shedding of old skin although painful is very much needed to reveal new beauty underneath.,other,past,positive,positive,neut,joy
15799,Good morning Twitterland! Happy Furday.  compassion peace to all FF,other,na,positive,na,na,joy
15800,Only 37 Days until our Event with @Jaago_UofT and @SAA_UTSC ... Keep checking back for updates!,self,present,neut,neut,neut,surprise
15801,Just met my 9 year old cousin for the first time,other,past,neut,neut,neut,joy
15802,I am about to throw my printer and computer against the wall donttryme iwillfightbothofyou,self,present,neut,neut,na,anger
15803,"@RimantsZ man nesanak, man vienkārši nesanāk :( man čist nesanāk, vienmēr visi visu par nopietnu uztver. jeb neparizi pasniedzu x4",other,na,neut,na,na,sadness
15804,"Home alone, working on my research paper.",other,present,positive,neut,na,joy
15805, hate when people spit while their talking to you,other,present,negative,na,neut,disgust
15806,Work till close,other,na,neut,na,na,joy
15807,&quot;@shug619:  &quot;@Fit_not_Skinny: Want more in your life?! Change your ATTITUDE”&quot; whoop whoop! :),other,present,neut,neut,na,joy
15808,Strictly avoid frightening ideas,other,present,negative,negative,negative,fear
15809,False Expectation Acting Real,other,present,neut,na,na,fear
15810,"Wanna be remembered? On black friday, go to a store, push a kid over, look him in the eye and say &quot;You remember me&quot;",other,present,neut,neut,neut,fear
15811,Family pictures today ...,other,na,neut,na,na,joy
15812,I woke up in a different set of clothes I went out last night in?,other,past,neut,neut,neut,fear
15813,"LMAO at bride in today's Echo:&quot;we bought the ring together so I knew it was going to happen I just didn't know when, where or how'",self,present,neut,neut,neut,surprise
15814,Wake forest getting destroyed in basketball,other,past,negative,neut,negative,surprise
15815,I wanna go to the Golf Wang Shop so bad,self,present,negative,na,na,sadness
15816,"Bc of today, I'm more in love with my work. I love the look I get from strangers when they ask me what I do.  learning memory",self,present,positive,neut,neut,fear
15817,Feeling pretty awful. And I really can't handle these pictures in my Patho book tonight,self,present,positive,neut,neut,disgust
15818,"I promise! When you have God on your side, you will find yourself smiling for no reason at all!",self,present,positive,neut,positive,joy
15819,&quot;@CU_Problems: No Booster Juice on campus. CUProblems&quot;@Marcfalardeau12 sorry..,other,na,neut,na,na,sadness
15820,nu kijk ik op de ns site... maar door de spits duurt die reis 3 kwartier inplaats van een halve... half uur wachten :'),other,present,negative,negative,na,joy
15821,People come back. I miss you.,self,present,negative,neut,neut,sadness
15822,Waking up with a headache u didn't go to sleep with,other,present,negative,negative,na,surprise
15823,"...and I actually hung in there with them. surprise @rossmccauley, Basketball over break? I gotta fine-tune my baller-ness.",self,present,negative,neut,neut,surprise
15824,Last day working with Larry Moss. His stories and passion for the art of acting is inspirational,other,present,positive,neut,na,joy
15825,Writing is fun when it's just for you and your peers. It becomes scary when you start sending out your work to be judged &amp; rejected.,other,present,positive,neut,neut,fear
15826,"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today  less&quot;",self,past,positive,neut,neut,fear
15827,RT: @GirlPosts: Society killed off what was left of her confedince. And yet she still blamed the mirror.,other,past,negative,na,negative,sadness
15828, when you want to go out with the guy you like but tells you he won't be interested after its over firstdates,other,present,positive,positive,neut,fear
15829,It's my birthday I am about to set off for a management course interview,other,present,neut,na,neut,joy
15830,I very rarely am in desperate need of someone to talk to. Tonight is one of those nights. Everyone is sleeping. I'm at a loss.,other,present,negative,na,na,sadness
15831,Sooo the mail person pulls up.in my yard and howls the horn. What happen to real deliver.service? But on the plus side.its for me!!,other,present,neut,neut,neut,surprise
15832,"I'm gonna see if @jessiejofficial will follow me, i'ma go bed now, and in the morning I'll see if she's done it &lt;3",self,future,neut,neut,neut,surprise
15833,i had actual Thanksgiving food today... but no pie,self,past,neut,neut,neut,sadness
15834,10 straight days of work then it's off to NEPA for  and christmas - not that i'm counting...,self,present,positive,na,na,joy
15835,Being in the car with my mom driving is the scariest thing,other,na,negative,na,na,fear
15836,School and work today,other,na,positive,na,na,joy
15837,Hate it when you've JUST submitted your essay that took you forever to do and then you get another one given to do.,other,past,neut,neut,neut,joy
15838,“@CalebSmith41: Money can't buy joy” Only peace of mind!,other,present,positive,positive,neut,joy
15839,Happy birthday @CrispySmores18 love you!!,other,na,positive,na,na,surprise
15840,Don't be fooled by my beautiful face I am a raging beast,self,past,negative,neut,na,anger
15841,"I just had to see how good your new man really fucks you, because you've both been fucking me",self,present,negative,neut,neut,anger
15842,@OhhhSoooLovely that's crazy my nices 3&amp;7 get little mani pedis but no make up .. Little girls trying to be grown,other,present,positive,neut,na,fear
15843,"@ STRESS.. Tfoe man voor die dikkeOutist ooknog pokemonspiderman&amp;Cars iets uitzoeken Argg,",other,present,negative,neut,negative,surprise
15844,why isn't there a hot tub by the new pool by the dorms? chapmanproblems,other,na,positive,na,na,sadness
15845,"Not afraid of tomorrow, for I have seen yesterday and I love today less",self,past,positive,na,neut,fear
15846,In The Most Perfect Situation of My Life.... And I Had To Leave OverprotectiveMom,self,present,neut,neut,neut,anger
15847,"@leeberube gonna be the big 2-0, not that sweet little girl that used to make me buy her dunkins every morning",self,present,positive,neut,neut,sadness
15848,Just received the best visit ever! Thanks for making my night!!! madlove @The_TLong @baileyspark &amp; @ryanvpham you all rock!,other,past,positive,neut,neut,surprise
15849,"So, all the teachers decided to give me more homework than they have all semester this week.",other,past,neut,neut,neut,joy
15850,"The beach is ma BRAND NEW BFF,nd i dnt wana b seperated from ha by this long distance we wil go thru wen i go back home on its way",self,present,neut,neut,neut,sadness
15851,Now I have to write my research paper. ,self,present,neut,neut,neut,joy
15852,Sorrow meet this day.. There is no limit on what 2012 holds! getonit,other,present,negative,na,neut,joy
15853,@HlfBlndePrincss trying to be a good person puts u off track from being the good person u naturally are..   peace,other,present,positive,neut,na,sadness
15854,"Just had to add, I'm really excited about starting work on Monday! Been so long...I can't wait to sign that RN behind my name again!",self,present,positive,neut,neut,joy
15855, every single human in India is assured security like Ajmal Kasab ..  &amp;,other,past,positive,neut,na,disgust
15856,"It's the root of all evil, teaching kids to God not to Love God",other,present,negative,neut,neut,fear
15857,When you yell at the oven to cook your food faster,other,present,positive,neut,positive,anger
15858,Remembered I have a back-log of @HuwStephens podcasts to listen to. Like finding a tenner &amp; a pack of mini eggs in your pocket. munch,self,present,neut,positive,na,joy
15859,"After trying out Plaxo, @connexio, and finally @soocial, I came back to @connexio today. Conclusio: best dedupe-sync-technology so far.",self,past,positive,neut,positive,joy
15860,Drogen en schilderen en Label maken voor amber,other,na,neut,na,na,surprise
15861,Class then jamming out my last paper of the quarter.  No reason to celebrate though. Studying will begin right after.,other,present,positive,neut,positive,joy
15862,In dentist very scared. I could run away instead...,other,present,negative,neut,neut,fear
15863,Fear factors making a comeback!,other,present,neut,neut,na,fear
15864,Christmas Joy Is Here Everyone All Happy Becuse Decmber Is The Time Were U Get Ready For Christmas Muisc &amp; Christmas Joy i'm All Happy,other,present,neut,na,na,joy
15865,"Want to order something for your dreads, or plugsspiralstunnels, or some other cool product? Wait until noon tomorrow",other,present,positive,positive,neut,surprise
15866,Just another day in American Wars... Visual Learning Experience.,other,na,neut,na,na,joy
15867,@AMiAMiTY @roverstilldie I did see the convo!! She's a star!! How about when she asked me whilst sitting on penarth pier.......,self,present,neut,neut,neut,fear
15868,"Tired all day, can't sleep at night.",other,present,neut,neut,neut,joy
15869,@duncphoto Thank god it's over! Was worried it'd be on a loop all night...,other,past,negative,neut,na,fear
15870,"The day I do my hair and make up, its windy and rainy.",self,present,neut,neut,neut,surprise
15871,Long Titty No Nipple Having Ass Bi**h,other,na,neut,na,na,joy
15872,"Im strong because Im weak,Im beautiful because i knw my flaws,im fearless bcos ive been afraid, I can laugh because ive known",self,present,positive,negative,neut,sadness
15873,That utterly devastating moment when you realise that you have outgrown a childhood friend,other,present,negative,neut,negative,sadness
15874,Just failed a physics test,other,past,negative,na,negative,joy
15875,La Enfermera me dijo que en el CENTRO POKEMON no es valido el seguro popular pinche Vicente Fox chismoso Pokenoche puta madre!,other,na,positive,na,na,joy
15876,Now THAT was a good day. And I'm not even drunk.,other,na,positive,na,na,joy
15877,"home from work, now time to finish up my homework",other,present,positive,neut,na,joy
15878,I'm not going to have a  based on - how many times does my bf need to repeat. I swear BT makes him all weird-like.,self,present,neut,neut,neut,fear
15879,Shower and then knock these two pages from my essay and another paper and a powerpoint,other,present,negative,neut,negative,joy
15880,"I have to admit, I really hated  until of course they came out with good remixes of her depressing, whiny songs.   NGAGE",self,past,negative,negative,neut,joy
15881,"Dear ASU, please invest in bigger cereal bowls. Sincerely, my tuition is paying for mediocre sizes hungered",other,present,negative,neut,positive,anger
15882,"@summersebastian I miss you more! I'll be home tomorrow! (Today, depending on when you read this)!",self,present,negative,neut,na,sadness
15883,Lunch with the old folks at the club then heading back up to tampa,other,present,neut,neut,neut,joy
15884,Basically I just wanna hibernate till next saturday but seeing as I can't tomorrow morning will just have to do!,self,present,neut,neut,neut,sadness
15885,Not feeling much better today but I have to try and pull it together for work.....not even moving yet.....,self,present,positive,neut,neut,sadness
15886,Poor Jimmie Copper. Doesn't know how to tweet,other,present,neut,neut,na,sadness
15887, messages are a constant from the  and today from the so-called progressive WH. sheparty waronwomen,other,na,positive,na,na,anger
15888,It kills me when people have all these emotions that they just can't express in a mature manner,other,present,positive,neut,positive,sadness
15889,Strictly avoid frightening ideas,other,present,negative,negative,negative,fear
15890,In other news. I'm running on 4 hours of sleep and might be up all night finishing a project on Centennial.,self,present,neut,neut,neut,joy
15891,"♥Did 2 random interviews for newspapers this wk! Always fun&amp; okay mayb 1 wasnt SO random, it was abt the engagement! in all things! :)",other,na,positive,na,na,joy
15892,i miss @cray692 & is always busy w work and ish and doesn't have time for me anymore.,self,present,positive,neut,neut,sadness
15893,"Mad I had to miss the game last night : , Now school ? ...",self,past,negative,neut,negative,joy
15894,"Pabst in hand, Gopher Puck on the Tellie and and empty house. I may unbuckle the top of my pants and make involuntary sounds.",self,present,positive,positive,neut,joy
15895,"Knp selalu ngebayangin mimpi itu,... pleaseee God eliminate da dreams of ma mind",other,present,neut,neut,na,fear
15896,So while my hair is drying I think ima start of my christmas list,self,present,neut,neut,na,joy
15897,"@TheBodyShopUK My niece running towards me, arms out for a hug &amp; smiling when we meet for lunch every Wednesday brings me",self,present,positive,neut,neut,joy
15898,love being blasted by the scent of cherry cough syrup when I open my car door browning rookiemistake @ResaLisa,self,past,positive,neut,neut,surprise
15899,"@MzMarie0903 I got you baby girl!!!! Dont worry about nothing, focus on that pretty baby girl thats about to take on this world =",self,present,positive,neut,na,joy
15900,Four and a half hour car ride with five other people familytogetherness,other,na,neut,na,na,joy
15901,Driving home for Gran's surprise 90th birthday.Almost crushed to death on M1 by John Lewis truck nearly forcing us into barrier.,self,present,negative,neut,negative,surprise
15902,Que bueno es pasar tiempo con tu familia en medio de un mundo tan destruido.  laughter,other,na,neut,na,na,joy
15903,My best and worst personal characterisitc is empathy... I feel for others loss deeply,self,present,positive,negative,na,sadness
15904,Wrapping Christmas presents :),other,present,neut,neut,na,joy
15905,Ughhhh. Time to go to the hellhole until five o'clock.,other,present,neut,neut,neut,joy
15906,Today we start staying open until 10pm. It was nice knowing my children,self,present,positive,neut,neut,sadness
15907,Oh crap. Saw a cockroach in the kitchen. Should I ignore it or go for it? T_T,self,present,negative,neut,neut,fear
15908,Meh it's past eleven &xA;I hate you sleep! Why you no let me do you!?,self,present,negative,neut,neut,disgust
15909,good morning all. my last work week of the year,other,na,positive,na,na,joy
15910,You ain't gotta die to get to heaven less justsaying,other,present,positive,neut,positive,fear
15911,"flight is delayed 20 minutes already :( that means more time for CS homework, update making and organizing at the airport",other,present,negative,neut,neut,joy
15912,I got this insane faux-hawk. Can't stop checking out my new haircut in the mirror.,self,present,negative,neut,neut,joy
15913,Y'all don't realize how epic this movie is for me.. I AM buddy the elf. This movie is my life. And I'm watching it with jen berglund.,self,present,neut,neut,neut,joy
15914,"Just walked my and my parents' dog, visited my sister's flat (she's gone to Germany) and made a lil advent cal for her.",other,past,neut,neut,neut,surprise
15915,I wish @Taylor_Howe and @Kaleigh_Boylan would come over before I bash my head into my Brick wall,self,present,negative,neut,negative,anger
15916,The most beautiful day of celebration with family...my cup overflows.,other,na,positive,na,na,joy
15917,the staff for my Gandalf action figure has mysteriously disappeared :(,other,past,negative,na,negative,sadness
15918,time to clean my room...,other,present,positive,neut,na,joy
15919,dam man I am mad losing my call of duty skills bro!,other,present,negative,positive,na,sadness
15920,looks like im spending thanksgiving with my soccer team -_- dont let the face fool you im happy deep deep down inside,other,present,positive,positive,na,joy
15921,"@mrssheylaknight oh. I was like going crazy searching for that channel but then i was like owait,its a UK channel. Then I got sad.",self,present,positive,neut,neut,sadness
15922,"Breathing in silver-white waqua energy, building pillar up to Sourcedown to earth core-allowing to flow thru the pillar now.",other,present,neut,neut,neut,joy
