ID,text,direction,tense,overall_polarity,event_polarity,action_polarity,label
1217,Snowbirds shortening their Florida stays,other,present,neut,neut,na,sadness
1218,Win a (concert) date with the Police,other,present,neut,neut,na,joy
1219,"Snow begins, heavy accumulations expected",other,present,neut,neut,na,fear
1220,"Jet flips in snowstorm, none dead",other,present,negative,negative,neut,joy
1221,Frantic 911 call in Ryan O'Neal case,other,na,neut,na,na,surprise
1222,Durant's success trumps the Gators,other,present,positive,neut,na,joy
1223,Scientist snoops in astronauts' journals,other,na,neut,na,na,disgust
1224,YouTube founders split $650M payout,other,past,negative,neut,na,joy
1225,African nation hopes Whoopi can help,other,present,neut,neut,neut,joy
1226,United hang on to six-point lead,other,present,positive,neut,na,joy
1227,Lawyer seizes Smith's Bahamas home,other,present,neut,neut,na,sadness
1228,Was Prince's super show too revealing?,other,na,positive,na,na,surprise
1229,Clijsters looks for a long goodbye,other,present,neut,neut,na,sadness
1230,Snow's too deep even for snowmobiles,other,na,neut,na,na,surprise
1231,Study: Female seals picky about mates,other,present,negative,neut,na,surprise
1232,"ROUNDUP: Protests erupt despite ""state of siege"" In Guinea",other,present,negative,negative,negative,anger
1233,Study: More kids exposed to online porn,other,past,neut,neut,na,disgust
1234,Beyonce new SI bikini cover girl,other,na,neut,na,na,joy
1235,"Marijuana helps ease HIV nerve pain, study says",other,present,positive,positive,na,surprise
1236,Serena misses Bangalore tournament,other,present,negative,neut,na,sadness
1237,"Dryer blamed for fire killing 39 cats, dogs",other,past,negative,neut,na,sadness
1238,"Roddick, Murray score in San Jose",other,na,neut,na,na,joy
1239,Apple trademark dispute settled,other,past,negative,negative,na,joy
1240,U.S. online love brokers eye China,other,na,positive,na,na,sadness
1241,U.S. diverts troops to fight Taliban,other,present,neut,neut,neut,anger
1242,'House of Cards' actor Ian Richardson dead,other,na,negative,na,na,sadness
1243,Taliban leader killed in airstrike,other,past,negative,na,negative,sadness
1244,Escape to Prague without the summer hordes,other,present,negative,na,negative,joy
1245,Kathmandu: First snow in 63 years,other,na,neut,na,na,surprise
1246,Nasdaq fails in bid for LSE,other,present,negative,neut,na,sadness
1247,Ex-pastor gets death sentence,other,present,negative,negative,na,sadness
1248,Baby born on turnpike after dad misses exit,other,past,negative,neut,negative,surprise
1249,Study links chimps and 'hammers',other,na,neut,na,na,surprise
1250,UN-Google Earth map climate change,other,na,neut,na,na,joy
